"AB106AX",10,393101,804493,"S92000003","","S08000006","","S12000033","S13002487"
"AB106AY",10,393342,804565,"S92000003","","S08000006","","S12000033","S13002487"
"AB106BA",10,393292,804588,"S92000003","","S08000006","","S12000033","S13002487"
"AB106BB",10,393451,804639,"S92000003","","S08000006","","S12000033","S13002487"
"AB106BE",10,393262,804650,"S92000003","","S08000006","","S12000033","S13002487"
"AB106BF",10,393220,804741,"S92000003","","S08000006","","S12000033","S13002487"
"AB106BJ",10,393082,804405,"S92000003","","S08000006","","S12000033","S13002487"
"AB106BL",10,393201,805250,"S92000003","","S08000006","","S12000033","S13002487"
"AB106BN",10,393231,805408,"S92000003","","S08000006","","S12000033","S13002487"
"AB106BP",10,393238,805448,"S92000003","","S08000006","","S12000033","S13002487"
"AB106BQ",10,393251,805515,"S92000003","","S08000006","","S12000033","S13002487"
"AB106BR",10,393281,805620,"S92000003","","S08000006","","S12000033","S13002487"
"AB106BS",10,393334,805728,"S92000003","","S08000006","","S12000033","S13002487"
"AB106BT",10,393290,805719,"S92000003","","S08000006","","S12000033","S13002485"
"AB106BU",10,393126,804307,"S92000003","","S08000006","","S12000033","S13002487"
"AB106BW",10,393172,804334,"S92000003","","S08000006","","S12000033","S13002487"
"AB106BX",10,393243,805621,"S92000003","","S08000006","","S12000033","S13002485"
"AB106BY",10,393222,805528,"S92000003","","S08000006","","S12000033","S13002485"
"AB106BZ",10,393259,805302,"S92000003","","S08000006","","S12000033","S13002487"
"AB106DA",10,393184,805333,"S92000003","","S08000006","","S12000033","S13002486"
"AB106DB",10,393167,805231,"S92000003","","S08000006","","S12000033","S13002486"
"AB106DD",10,393141,805132,"S92000003","","S08000006","","S12000033","S13002486"
"AB106DE",10,393075,805227,"S92000003","","S08000006","","S12000033","S13002486"
"AB106DF",10,393193,805529,"S92000003","","S08000006","","S12000033","S13002485"
"AB106DG",10,393013,805238,"S92000003","","S08000006","","S12000033","S13002486"
"AB106DH",10,392981,805279,"S92000003","","S08000006","","S12000033","S13002486"
"AB106DJ",10,393126,805225,"S92000003","","S08000006","","S12000033","S13002486"
"AB106DL",10,392522,805705,"S92000003","","S08000006","","S12000033","S13002485"
"AB106DS",10,393249,804897,"S92000003","","S08000006","","S12000033","S13002487"
"AB106DT",10,393328,804886,"S92000003","","S08000006","","S12000033","S13002487"
"AB106DU",10,393247,804998,"S92000003","","S08000006","","S12000033","S13002487"
"AB106ED",10,392915,804576,"S92000003","","S08000006","","S12000033","S13002486"
"AB106EE",10,392942,804674,"S92000003","","S08000006","","S12000033","S13002486"
"AB106EG",10,392968,804576,"S92000003","","S08000006","","S12000033","S13002486"
"AB106EH",10,392887,804669,"S92000003","","S08000006","","S12000033","S13002486"
"AB106EJ",10,392819,804740,"S92000003","","S08000006","","S12000033","S13002486"
"AB106EL",10,392796,804724,"S92000003","","S08000006","","S12000033","S13002486"
"AB106EN",10,392903,804730,"S92000003","","S08000006","","S12000033","S13002486"
"AB106EP",10,392876,804784,"S92000003","","S08000006","","S12000033","S13002486"
"AB106EQ",10,392793,804640,"S92000003","","S08000006","","S12000033","S13002486"
"AB106ER",10,392763,804659,"S92000003","","S08000006","","S12000033","S13002486"
"AB106ES",10,392915,805171,"S92000003","","S08000006","","S12000033","S13002486"
"AB106ET",10,392952,805190,"S92000003","","S08000006","","S12000033","S13002486"
